Value 1,Value 2,Value 3,Value 4
6499,67,8388607,-231549
7539,-439,8388607,-231555
8081,-892,8388607,-231342
8018,-1187,8388607,-231243
7586,-1419,8388607,-231516
6554,-1479,8388607,-231777
4859,-1301,8388607,-231772
2749,-901,8388607,-231644
744,-424,8388607,-231665
-1059,87,8388607,-231622
-2636,685,8388607,-231672
-3772,1246,8388607,-231719
-4258,1664,8388607,-231980
-4189,1968,8388607,-231909
-3726,2147,8388607,-231821
-2694,2229,8388607,-231494
-991,2021,8388607,-231382
1115,1642,8388607,-231100
3092,1215,8388607,-231364
4822,733,8388607,-231597
6430,142,8388607,-231607
7630,-423,8388607,-231585
8103,-871,8388607,-231729
8057,-1199,8388607,-231874
7578,-1434,8388607,-232040
6511,-1467,8388607,-232046
4808,-1258,8388607,-232026
2728,-929,8388607,-231945
686,-472,8388607,-232084
-1078,51,8388607,-232156
-2614,628,8388607,-232112
-3781,1203,8388607,-232044
-4283,1662,8388607,-231968
-4145,1938,8388607,-231837
-3719,2199,8388607,-231680
-2735,2279,8388607,-231490
-1136,2081,8388607,-231560
984,1701,8388607,-231445
2989,1216,8388607,-231104
4736,759,8388607,-230872
6341,219,8388607,-230977
7444,-331,8388607,-231074
7954,-794,8388607,-231354
7931,-1097,8388607,-231402
7557,-1311,8388607,-231591
6606,-1410,8388607,-231657
4961,-1269,8388607,-231651
2785,-884,8388607,-231856
683,-368,8388607,-232082
-1128,132,8388607,-231896
-2720,704,8388607,-231752
-3845,1236,8388607,-231681
-4356,1709,8388607,-231657
-4368,2039,8388607,-231404
-3988,2198,8388607,-231399
-2993,2306,8388607,-231165
-1399,2201,8388607,-231178
719,1838,8388607,-231103
2728,1390,8388607,-230863
4488,853,8388607,-230502
6114,240,8388607,-230432
7293,-297,8388607,-230484
7856,-760,8388607,-230576
7878,-1054,8388607,-230437
7489,-1271,8388607,-230628
6518,-1405,8388607,-230864
4908,-1263,8388607,-231109
2804,-889,8388607,-231211
683,-366,8388607,-231233
-1115,119,8388607,-230972
-2726,667,8388607,-230679
-3943,1253,8388607,-230715
-4464,1678,8388607,-230971
-4421,1965,8388607,-230812
-4003,2222,8388607,-230954
-3050,2311,8388607,-231043
-1438,2163,8388607,-231167
663,1815,8388607,-231276
2658,1367,8388607,-231654
4454,893,8388607,-231799
6150,298,8388607,-231852
7298,-264,8388607,-231732
7849,-737,8388607,-231943
7844,-1079,8388607,-231954
7449,-1232,8388607,-232186
6521,-1339,8388607,-232147
4890,-1212,8388607,-231934
2758,-889,8388607,-231566
651,-414,8388607,-231650
-1129,88,8388607,-231701
-2760,647,8388607,-231868
-3978,1224,8388607,-231896
-4526,1670,8388607,-231924
-4472,1997,8388607,-231989
-4129,2199,8388607,-231855
-3188,2334,8388607,-231699
-1542,2216,8388607,-231919
503,1838,8388607,-231978
2501,1388,8388607,-232249
4334,936,8388607,-232217
5956,369,8388607,-231964
7138,-215,8388607,-231946
7709,-692,8388607,-232186
7778,-1006,8388607,-232279
7451,-1258,8388607,-232331
6569,-1329,8388607,-232386
5013,-1214,8388607,-232479
2889,-887,8388607,-232618
824,-415,8388607,-232944
-1017,94,8388607,-233047
-2684,663,8388607,-233214
-3897,1225,8388607,-233133
-4474,1716,8388607,-232925
-4463,2021,8388607,-232728
-4087,2246,8388607,-232940
-3166,2344,8388607,-232754
-1592,2229,8388607,-232597
456,1854,8388607,-232609
2449,1371,8388607,-232504
4240,943,8388607,-232245
5849,402,8388607,-232495
7106,-147,8388607,-232720
7720,-643,8388607,-232524
7799,-988,8388607,-232221
7501,-1236,8388607,-232189
6575,-1347,8388607,-232361
4976,-1210,8388607,-232606
2864,-859,8388607,-232290
764,-403,8388607,-232202
-1068,107,8388607,-232022
-2702,685,8388607,-231908
-3872,1209,8388607,-231710
-4418,1658,8388607,-231767
-4429,1981,8388607,-231756
-4082,2228,8388607,-231782
-3268,2314,8388607,-231882
-1734,2219,8388607,-232237
303,1913,8388607,-232157
2374,1409,8388607,-231934
4226,888,8388607,-231756
5819,329,8388607,-231752
7016,-239,8388607,-231811
7673,-705,8388607,-231967
7774,-1025,8388607,-231924
7466,-1248,8388607,-231707
6643,-1387,8388607,-231524
5130,-1253,8388607,-231653
3047,-896,8388607,-231621
970,-443,8388607,-231743
-855,61,8388607,-231506
-2451,666,8388607,-231632
-3749,1233,8388607,-231965
-4414,1692,8388607,-232101
-4497,1982,8388607,-232019
-4266,2205,8388607,-231836
-3466,2330,8388607,-231454
-1901,2204,8388607,-231689
190,1884,8388607,-231874
2313,1374,8388607,-231886
4207,918,8388607,-231606
5868,365,8388607,-231590
7056,-212,8388607,-231491
7639,-669,8388607,-231758
7718,-1004,8388607,-232181
7482,-1262,8388607,-232349
6683,-1409,8388607,-232478
5143,-1321,8388607,-232656
3066,-961,8388607,-232641
1008,-441,8388607,-232757
-861,6,8388607,-232835
-2490,514,8388607,-232829
-3821,1122,8388607,-232657
-4476,1646,8388607,-232449
-4496,1987,8388607,-232251
-4162,2165,8388607,-231932
-3358,2294,8388607,-231795
-1887,2191,8388607,-231786
145,1863,8388607,-231577
2180,1493,8388607,-231585
3983,1041,8388607,-231669
5670,444,8388607,-231686
6951,-142,8388607,-231581
7628,-630,8388607,-231831
7728,-981,8388607,-231834
7507,-1222,8388607,-231772
6724,-1372,8388607,-231781
5162,-1245,8388607,-232206
3122,-925,8388607,-232644
993,-447,8388607,-232918
-872,55,8388607,-232783
-2511,594,8388607,-232824
-3811,1164,8388607,-232969
-4476,1631,8388607,-232949
-4548,1995,8388607,-232728
-4287,2219,8388607,-232447
-3415,2329,8388607,-232299
-1914,2197,8388607,-232389
98,1881,8388607,-232436
2155,1419,8388607,-232523
4004,961,8388607,-232524
5651,410,8388607,-232678
6931,-146,8388607,-232671
7619,-626,8388607,-232602
7695,-1021,8388607,-232424
7471,-1262,8388607,-232346
6685,-1414,8388607,-232486
5229,-1294,8388607,-232821
3083,-952,8388607,-232933
995,-524,8388607,-232818
-799,-25,8388607,-232536
-2522,552,8388607,-232479
-3842,1091,8388607,-232514
-4498,1593,8388607,-232814
-4521,1918,8388607,-233077
-4242,2123,8388607,-233012
-3475,2293,8388607,-232606
-1980,2194,8388607,-232423
27,1865,8388607,-232402
2155,1411,8388607,-232607
3978,960,8388607,-232392
5594,433,8388607,-232407
6868,-136,8388607,-232347
7646,-626,8388607,-232340
7770,-1016,8388607,-232006
7479,-1236,8388607,-231944
6633,-1351,8388607,-232264
5214,-1319,8388607,-232465
3236,-1038,8388607,-232266
1149,-581,8388607,-232432
-743,-97,8388607,-232660
-2479,479,8388607,-232837
-3818,1076,8388607,-232714
-4522,1556,8388607,-232752
-4616,1874,8388607,-232921
-4326,2076,8388607,-233065
-3507,2206,8388607,-233056
-2112,2169,8388607,-233003
-134,1898,8388607,-232769
1946,1479,8388607,-232459
3816,1000,8388607,-232140
5553,452,8388607,-232244
6838,-134,8388607,-232321
7640,-601,8388607,-232296
7751,-966,8388607,-231935
7541,-1221,8388607,-231810
6823,-1399,8388607,-231819
5357,-1326,8388607,-232097
3370,-1042,8388607,-232176
1221,-609,8388607,-232036
-714,-126,8388607,-231699
-2444,432,8388607,-231763
-3739,993,8388607,-231737
-4445,1493,8388607,-231950
-4571,1883,8388607,-231853
-4269,2123,8388607,-231984
-3503,2272,8388607,-231856
-2147,2207,8388607,-231708
-182,1914,8388607,-231663
1903,1470,8388607,-231691
3749,998,8388607,-231615
5403,469,8388607,-231584
6749,-108,8388607,-231788
7539,-637,8388607,-232105
7721,-953,8388607,-232121
7510,-1176,8388607,-232101
6803,-1339,8388607,-231965
5386,-1301,8388607,-232050
3396,-1022,8388607,-232198
1304,-603,8388607,-232216
-604,-110,8388607,-231992
-2325,456,8388607,-232009
-3664,1058,8388607,-232007
-4462,1584,8388607,-232023
-4597,1986,8388607,-231904
-4341,2208,8388607,-231926
-3571,2308,8388607,-231761
-2213,2236,8388607,-231564
-252,1951,8388607,-231196
1858,1520,8388607,-231318
3698,1058,8388607,-231396
5417,480,8388607,-231321
6809,-91,8388607,-231373
7619,-576,8388607,-231640
7748,-921,8388607,-231783
7535,-1174,8388607,-231814
6825,-1330,8388607,-231552
5423,-1314,8388607,-231503
3373,-1017,8388607,-231588
1254,-577,8388607,-231802
-572,-142,8388607,-231578
-2233,430,8388607,-231545
-3632,1022,8388607,-231621
-4398,1522,8388607,-231974
-4579,1903,8388607,-232011
-4326,2146,8388607,-231934
-3571,2296,8388607,-231743
-2214,2216,8388607,-231581
-216,1943,8388607,-231296
1854,1514,8388607,-231184
3725,1023,8388607,-231184
5414,497,8388607,-231167
6691,-107,8388607,-231131
7498,-589,8388607,-231308
7719,-932,8388607,-231218
7555,-1222,8388607,-231159
6884,-1428,8388607,-231437
5536,-1374,8388607,-231692
3498,-1056,8388607,-231867
1350,-608,8388607,-232089
-541,-128,8388607,-232061
-2221,406,8388607,-231967
-3624,1023,8388607,-231975
-4392,1543,8388607,-231869
-4522,1921,8388607,-231491
-4316,2153,8388607,-231369
-3604,2262,8388607,-231196
-2278,2201,8388607,-231168
-388,1956,8388607,-231068
1669,1532,8388607,-231134
3563,1077,8388607,-230997
5278,536,8388607,-230973
6641,-47,8388607,-231239
7463,-542,8388607,-231476
7721,-924,8388607,-231654
7611,-1199,8388607,-231752
7034,-1383,8388607,-231566
5794,-1359,8388607,-231579
3791,-1073,8388607,-231581
1575,-627,8388607,-231731
-319,-193,8388607,-231819
-2087,333,8388607,-232190
-3609,933,8388607,-232396
-4418,1438,8388607,-232427
-4479,1768,8388607,-232070
-4176,2017,8388607,-231814
-3447,2174,8388607,-231314
-2099,2139,8388607,-231167
-127,1881,8388607,-231108
1967,1440,8388607,-231199
3903,976,8388607,-231301
5717,474,8388607,-231556
7176,-129,8388607,-231732
8067,-646,8388607,-231894
8326,-1022,8388607,-231838
8168,-1308,8388607,-232014
7451,-1449,8388607,-232124
6086,-1369,8388607,-232124
4081,-1126,8388607,-232245
1955,-699,8388607,-232365
63,-229,8388607,-232309
-1637,299,8388607,-232231
-3136,915,8388607,-232062
-3962,1405,8388607,-232031
-4160,1723,8388607,-231742
-4006,1992,8388607,-231689
-3349,2143,8388607,-231501
-2020,2099,8388607,-231555
-96,1834,8388607,-231646
2048,1413,8388607,-231681
3985,948,8388607,-231650
5769,398,8388607,-231568
7230,-221,8388607,-231563
8125,-756,8388607,-231929
8436,-1178,8388607,-232102
8353,-1443,8388607,-232016
7868,-1634,8388607,-231856
6607,-1587,8388607,-231531
4584,-1302,8388607,-231390
2448,-858,8388607,-231587
572,-375,8388607,-231382
-1094,89,8388607,-231446
-2553,651,8388607,-231364
-3494,1174,8388607,-231100
-3764,1556,8388607,-231009
-3648,1811,8388607,-231152
-3005,1996,8388607,-231046
-1716,1926,8388607,-230844
198,1684,8388607,-230642
2358,1219,8388607,-230779
4294,710,8388607,-230646
6035,162,8388607,-230634
7526,-482,8388607,-230472
8445,-997,8388607,-230755
8679,-1366,8388607,-231156
8559,-1634,8388607,-231606
7943,-1798,8388607,-231653
6601,-1787,8388607,-231628
4574,-1540,8388607,-231184
2362,-1113,8388607,-231082
381,-614,8388607,-231077
-1374,-76,8388607,-231006
-2877,507,8388607,-230830
-3713,1013,8388607,-230699
-3921,1379,8388607,-230617
-3744,1636,8388607,-230887
-3107,1826,8388607,-230844
-1801,1812,8388607,-230936
98,1571,8388607,-231106
2259,1144,8388607,-231196
4118,708,8388607,-231187
5716,221,8388607,-231269
7069,-355,8388607,-231477
7941,-817,8388607,-231694
8146,-1139,8388607,-231776
7974,-1414,8388607,-232178
7383,-1634,8388607,-232396
6031,-1581,8388607,-232885
4083,-1299,8388607,-233321
1854,-821,8388607,-233342
-127,-274,8388607,-233076
-1934,334,8388607,-233180
-3456,1028,8388607,-233159
-4479,1649,8388607,-233271
-4827,2092,8388607,-233091
-4611,2386,8388607,-233032
-3980,2573,8388607,-232983
-2812,2593,8388607,-233091
-950,2337,8388607,-233013
1178,1862,8388607,-232998
3095,1411,8388607,-233097
4834,889,8388607,-233302
6278,336,8388607,-233184
7216,-215,8388607,-233279
7502,-630,8388607,-233038
7358,-922,8388607,-232707
6771,-1104,8388607,-232369
5583,-1143,8388607,-232196
3725,-877,8388607,-232179
1498,-483,8388607,-232317
-474,-22,8388607,-232356
-2216,528,8388607,-232456
-3673,1107,8388607,-232329
-4609,1629,8388607,-232277
-4880,1999,8388607,-232050
-4677,2216,8388607,-231919
-4118,2413,8388607,-231484
-2926,2436,8388607,-231254
-1085,2206,8388607,-231061
1001,1816,8388607,-231134
2947,1350,8388607,-231074
4668,821,8388607,-230956
6056,244,8388607,-230877
7058,-302,8388607,-231099
7409,-702,8388607,-231197
7331,-971,8388607,-231276
6801,-1184,8388607,-231283
5652,-1229,8388607,-231570
3795,-979,8388607,-231597
1611,-552,8388607,-231632
-362,-86,8388607,-231699
-2129,444,8388607,-231920
-3604,1020,8388607,-232066
-4568,1558,8388607,-232191
-4849,1951,8388607,-231917
-4719,2193,8388607,-231989
-4124,2403,8388607,-232207
-2957,2454,8388607,-232230
-1142,2184,8388607,-232252
1004,1762,8388607,-232334
2929,1294,8388607,-232219
4618,771,8388607,-232035
6152,214,8388607,-231922
7146,-317,8388607,-232388
7468,-721,8388607,-232455
7398,-1006,8388607,-232504
6946,-1219,8388607,-232467
5776,-1271,8388607,-232707
3918,-1032,8388607,-232782
1785,-617,8388607,-232832
-207,-132,8388607,-232569
-1994,363,8388607,-232541
-3544,926,8388607,-232496
-4479,1459,8388607,-232279
-4768,1860,8388607,-232131
-4665,2118,8388607,-232104
-4105,2301,8388607,-231802
-2975,2366,8388607,-231489
-1187,2162,8388607,-231229
936,1724,8388607,-231436
2884,1259,8388607,-231462
4631,763,8388607,-231442
6182,164,8388607,-231380
7166,-393,8388607,-231426
7486,-795,8388607,-231268
7332,-1058,8388607,-231476
6749,-1304,8388607,-231320
5474,-1365,8388607,-231423
3574,-1211,8388607,-231766
1350,-817,8388607,-231914
-765,-351,8388607,-231568
-2581,89,8388607,-231619
-4075,621,8388607,-231706
-5056,1156,8388607,-231838
-5555,1665,8388607,-231503
-5506,1973,8388607,-231279
-5029,2210,8388607,-230928
-3918,2311,8388607,-230666
-2098,2119,8388607,-230227
121,1679,8388607,-229829
2151,1143,8388607,-229754
3911,496,8388607,-230269
5514,-219,8388607,-230566
6765,-804,8388607,-230776
7448,-1272,8388607,-230899
7720,-1722,8388607,-231166
7530,-2217,8388607,-231459
6749,-2517,8388607,-231601
5498,-2657,8388607,-231506
3900,-2631,8388607,-231445
2648,-2547,8388607,-231382
2010,-2437,8388607,-231394
1746,-2381,8388607,-231301
1872,-2341,8388607,-231407
2581,-2512,8388607,-231455
3784,-2955,8388607,-231336
5199,-3279,8388607,-231100
6831,-3581,8388607,-231021
9313,-4141,8388607,-230861
12602,-4971,8388607,-231052
15658,-5819,8388607,-231432
18493,-6607,8388607,-231724
21030,-7281,8388607,-231946
22699,-7594,8388607,-232154
23974,-7610,8388607,-232112
24551,-7271,8388607,-232322
23053,-6736,8388607,-232457
20183,-6081,8388607,-232680
17040,-5171,8388607,-232789
13523,-4135,8388607,-232898
10393,-3135,8388607,-233117
7331,-2290,8388607,-233198
4159,-1110,8388607,-232986
1424,205,8388607,-232907
-589,1468,8388607,-232960
-1863,2589,8388607,-232907
-2577,3430,8388607,-232733
-2630,4103,8388607,-232441
-1878,4509,8388607,-232349
-478,4644,8388607,-232421
649,4649,8388607,-232176
1561,4781,8388607,-232131
2419,4684,8388607,-232046
2936,4167,8388607,-232155
3206,3358,8388607,-232292
3354,2573,8388607,-232653
3051,1969,8388607,-232848
2219,1621,8388607,-233004
788,1618,8388607,-233129
-988,1733,8388607,-233087
-2684,1916,8388607,-232982
-4200,2129,8388607,-233076
-5468,2503,8388607,-232909
-6246,2880,8388607,-232755
-6384,3173,8388607,-232514
-5965,3339,8388607,-232270
-5181,3336,8388607,-231714
-3963,3218,8388607,-231501
-2159,2838,8388607,-231472
-45,2358,8388607,-231529
1994,1818,8388607,-231367
3740,1257,8388607,-231442
5288,624,8388607,-231715
6333,60,8388607,-231979
6815,-358,8388607,-232209
6794,-654,8388607,-232417
6401,-856,8388607,-232419
5438,-916,8388607,-232533
3776,-704,8388607,-232672
1618,-319,8388607,-232695
-417,141,8388607,-232471
-2208,645,8388607,-232374
-3749,1249,8388607,-232168
-4794,1846,8388607,-232389
-5202,2241,8388607,-232612
-5096,2516,8388607,-232604
-4595,2664,8388607,-232533
-3561,2715,8388607,-232526
-1909,2507,8388607,-232407
183,2123,8388607,-232369
2208,1660,8388607,-232211
3957,1129,8388607,-232287
5568,548,8388607,-232140
6725,-1,8388607,-232278
7178,-424,8388607,-232374
7136,-781,8388607,-232549
6796,-1001,8388607,-232772
5856,-1074,8388607,-232969
4123,-949,8388607,-233005
1996,-567,8388607,-232973
-32,-94,8388607,-232854
-1853,412,8388607,-232819
-3459,991,8388607,-232752
-4526,1548,8388607,-232567
-4974,1977,8388607,-232225
-4899,2250,8388607,-232028
-4419,2431,8388607,-231964
-3403,2477,8388607,-231973
-1715,2303,8388607,-232017
359,1914,8388607,-232146
2415,1455,8388607,-232163
4214,965,8388607,-232172
5774,404,8388607,-232201
6928,-152,8388607,-232456
7493,-637,8388607,-232496
7464,-953,8388607,-232641
7053,-1171,8388607,-232710
6046,-1251,8388607,-232787
4383,-1060,8388607,-232789
2293,-737,8388607,-233023
274,-275,8388607,-233191
-1521,270,8388607,-232992
-3124,845,8388607,-232719
-4241,1379,8388607,-232573
-4696,1815,8388607,-232451
-4660,2101,8388607,-232350
-4217,2284,8388607,-232014
-3167,2354,8388607,-231628
-1540,2228,8388607,-231265
542,1841,8388607,-231163
2574,1403,8388607,-231021
4361,949,8388607,-231051
5949,323,8388607,-231326
7099,-262,8388607,-231651
7644,-753,8388607,-231670
7628,-1041,8388607,-231669
7317,-1281,8388607,-231461
6358,-1388,8388607,-231572
4696,-1224,8388607,-231752
2564,-866,8388607,-232031
526,-414,8388607,-232256
-1231,81,8388607,-232435
-2851,664,8388607,-232229
-4052,1251,8388607,-232402
-4561,1691,8388607,-232399
-4431,1975,8388607,-232429
-4021,2144,8388607,-232367
-3062,2204,8388607,-232332
-1454,2068,8388607,-232447
628,1728,8388607,-232528
2670,1291,8388607,-232366
4485,771,8388607,-232424
6092,181,8388607,-232506
7313,-385,8388607,-232729
7861,-827,8388607,-232681
7903,-1117,8388607,-232644
7557,-1376,8388607,-232473
6574,-1449,8388607,-232435
4904,-1286,8388607,-232471
2830,-959,8388607,-232427
766,-491,8388607,-232233
-1059,26,8388607,-232341
-2674,599,8388607,-232122
-3877,1145,8388607,-232040
-4414,1620,8388607,-232281
-4340,1907,8388607,-232255
-3936,2171,8388607,-232179
-2990,2255,8388607,-232383
-1342,2086,8388607,-232504
749,1686,8388607,-232434
2752,1229,8388607,-232319
4566,708,8388607,-232348
6182,153,8388607,-231875
7380,-369,8388607,-231667
7901,-792,8388607,-231706
7928,-1132,8388607,-231685
7645,-1411,8388607,-231741
6704,-1527,8388607,-231884
5094,-1376,8388607,-231839
2989,-1010,8388607,-231817
874,-536,8388607,-231772
-908,-67,8388607,-231884
-2524,496,8388607,-231731
-3721,1065,8388607,-231614
-4244,1538,8388607,-231416
-4232,1832,8388607,-231436
-3841,2040,8388607,-231251
-2901,2147,8388607,-231421
-1324,2019,8388607,-231544
699,1704,8388607,-231537
2751,1269,8388607,-231516
4511,754,8388607,-231504
6153,182,8388607,-231531
7373,-364,8388607,-231596
7964,-864,8388607,-231582
8047,-1202,8388607,-231771
7742,-1444,8388607,-232045
6904,-1583,8388607,-232325
5326,-1444,8388607,-232256
3128,-1086,8388607,-232290
1014,-615,8388607,-232103
-864,-90,8388607,-232031
-2625,442,8388607,-231956
-3924,1037,8388607,-231829
-4510,1496,8388607,-231679
-4426,1791,8388607,-231676
-3981,2040,8388607,-231442
-3057,2110,8388607,-231346
-1434,1941,8388607,-231169
604,1582,8388607,-231235
2686,1130,8388607,-231066
4459,658,8388607,-231114
6101,67,8388607,-231251
7315,-505,8388607,-231572
7885,-917,8388607,-231713
7933,-1209,8388607,-231784
7593,-1476,8388607,-232056
6719,-1628,8388607,-232624
5159,-1511,8388607,-232706
3067,-1156,8388607,-232811
977,-666,8388607,-232647
-824,-198,8388607,-232700
-2490,374,8388607,-232569
-3752,950,8388607,-232434
-4352,1404,8388607,-232351
-4329,1732,8388607,-232496
-4034,1930,8388607,-232399
-3180,2068,8388607,-232354
-1706,1947,8388607,-232380
347,1608,8388607,-232320
2424,1142,8388607,-232104
4318,656,8388607,-232124
6004,51,8388607,-232146
7161,-513,8388607,-232366
7801,-939,8388607,-232220
7930,-1301,8388607,-232012
7642,-1558,8388607,-231950
6807,-1674,8388607,-231862
5283,-1571,8388607,-231752
3171,-1259,8388607,-232069
1024,-787,8388607,-232248
-829,-258,8388607,-232267
-2533,340,8388607,-232207
-3730,876,8388607,-232209
-4376,1362,8388607,-232290
-4403,1673,8388607,-232478
-4126,1914,8388607,-232557
